,Filename,ASA_A^2,ASA_m^2/cm^3,ASA_m^2/g,Largest Included Sphere,Largest Free Sphere,Included Sphere Along Free Sphere Path
2516,jucgul_P1,354.445,2111.46,2201.32,6.14617,4.87681,6.1459
2517,jucnon_P1,394.692,2250.23,2049.45,7.10832,5.30808,7.10832
2518,jucnut_P1,403.184,2278.86,1601.43,7.08869,5.18885,7.08869
2519,jucpab_P1,401.599,2206.32,2085.31,7.23446,5.36974,7.23446
2521,jufdum_P1,12252.1,1648.98,2900.3,21.94307,18.91672,21.93199
2522,juffey_P1,7463.76,1890.04,1999.53,11.70472,9.43566,11.70459
2523,jufluu_P1,8122.63,1415.53,2110.24,18.03888,12.55896,18.03081
2526,juglaa_P1,499.987,861.678,605.366,4.55135,3.34716,4.55135
2527,jugwam_P1_charged,827.918,1800.1,887.784,3.5871,3.07186,3.58512
2529,jugzap_P1_charged,779.781,1696.36,840.782,3.57485,3.07167,3.57477
2530,juhnil_P1,1596.67,1972.12,1690.64,8.79921,5.73225,8.78993
2532,julheg_P1_H,870.171,1175.99,999.135,7.15843,4.48986,7.04805
2533,jumcur_P1,300.42,2021.32,1957.5,6.66564,6.12054,6.45475
2534,jumday_P1,283.366,1967.13,1846.37,6.08117,5.71486,6.04254
2535,jumdec_P1,299.693,2023.82,1952.76,6.63074,6.11727,6.5999
2536,jumruh_P1,815.844,860.944,422.424,5.63096,3.44859,5.63096
2537,jumsao_P1,799.061,852.266,413.734,5.37014,3.34741,5.37014
2538,jumses_P1,806.559,857.503,417.616,5.55515,3.62337,5.55513
2541,junkip_P1,116.536,859.107,667.284,4.50717,2.85634,4.50658
2542,junkov_P1,163.95,1071.23,894.486,6.049,2.8882,6.049
2544,jupfop_P1_charged,327.154,915.423,519.543,4.08162,2.80546,4.07442
2545,jurkis_P1_H,549.122,851.944,731.63,5.36395,3.70913,5.08417
2548,juskal_P1,178.113,489.544,330.466,5.98148,5.50358,5.98148
2549,jutcim_P1_H,4419.01,2243.7,2946.49,15.74073,14.87917,15.74073
2550,jutsez_P1,95.9158,604.36,320.063,3.66382,2.91578,3.64236
2551,juvluk_P1_charged,830.096,2357.26,2422.11,7.21886,4.787,7.05417
2552,juvmar_P1_charged,795.455,2320.53,2305.48,7.19049,4.88186,6.925
2553,juvmiz_P1,326.06,2049.46,1733.94,6.75169,4.77157,6.75169
2554,juwbio_P1,100.384,1349.96,851.651,4.3796,2.88692,4.3796
2555,juxsec_P1_charged,658.56,1752.3,1362.47,7.17307,6.34503,7.17307
2556,juxsig_P1_charged,671.98,1777.06,1390.24,7.20136,6.37575,7.18774
2557,juxtii_P1,421.412,689.041,522.178,5.24088,3.39476,5.23103
2560,juyrom_P1,556.701,2068.97,2086.5,6.5355,4.57652,6.50435
2561,juzxad01_P1_H,139.631,845.34,523.134,4.45906,4.15528,4.45153
2562,juzxad_P1,137.037,840.102,513.414,4.45326,4.15339,4.44379
2563,kabged_P1_charged,1568.52,2718.71,2679.56,5.19683,4.22065,5.19347
2564,kabjoq_P1_H,673.86,1766.47,1652.28,5.57213,4.47255,5.55958
2566,kabpiq_P1_charged,15236.5,2087.56,2600.32,11.75107,6.07852,8.65314
2568,kaccea_P1_charged,1615.86,1573.73,1486.22,9.19307,4.06541,9.19307
2569,kaczum_P1,181.913,1381.44,1161.13,4.89077,3.33893,4.81661
2570,kadbav_P1,235.272,845.844,646.557,4.50157,3.26984,4.15608
2571,kadlot_P1,4002.6,2259.47,2309.28,8.9436,8.53769,8.85892
2572,kadluz_P1,4871.36,2186.89,2498.23,14.27976,9.75338,14.27887
2574,kajwol_P1,1139.26,1022.44,826.791,6.32311,5.06644,6.32311
2575,kajzih_P1,267.556,1048.38,571.816,7.14961,5.83428,7.14961
2576,kakceh01_P1_charged_H,459.138,1277.22,1085.42,5.85875,5.30807,5.81758
2577,kakceh02_P1_charged_H,320.607,876.287,706.776,5.63811,5.11473,5.63811
2578,kakceh_P1_H,460.113,1247.47,1087.73,6.79381,6.45367,6.79381
2579,kalcot_P1,539.711,1113.28,903.886,5.67116,3.27494,5.18776
2580,kandag_P1,134.877,769.368,558.418,4.68764,2.92394,4.66994
2581,kandek_P1,172.62,974.753,714.679,4.89293,3.30398,4.85309
2582,kantus_P1,136.462,908.463,664.482,4.43933,3.30055,4.43933
2583,kaqbow_P1,475.828,1259.44,1041.38,6.06664,4.79133,6.04172
2584,karlas_P1,2098.91,2075.51,1963.79,7.97047,4.29863,7.52826
2585,karlia_P1,4231.43,2458.61,3325.74,10.0327,6.78751,10.02822
2586,kasdoa_P1_charged,3237.53,2250.3,2604.42,11.3383,6.45256,8.72127
2589,kasluo_P1,1323.98,1973.84,1915.28,5.94331,4.25493,5.93205
2590,kasraz_P1_H,652.558,1328.89,1067.25,5.28429,3.7642,5.27907
2591,kasred_P1_H,1001.31,1839.4,1687.2,5.63358,3.74786,5.61927
2592,kaszox_P1,13438.9,1571.73,2507.41,19.92983,15.72474,19.92983
2593,katdam_P1,212.899,494.072,351.51,6.26073,6.06766,6.26073
2594,kattor_P1_charged,482.492,1562.79,1422.38,5.88443,3.54989,5.87639
2597,kavnih_P1,1273.59,1203.07,1158.2,8.43697,7.72021,8.43697
2598,kawbob_P1,325.489,1225.14,950.128,5.08341,3.75017,5.06909
2599,kaxjol_P1,607.623,1437.74,1179.87,5.35492,3.16524,5.35492
2603,kaxqor01_P1,92.6312,634.897,404.986,4.99526,3.6612,4.98993
2604,kaxqor_P1,93.3617,634.161,408.18,4.50646,4.05052,4.50646
2605,kayjus_P1,328.617,652.796,504.045,5.12783,3.18071,5.12783
2606,kaykaz_P1,150.155,636.362,460.625,4.24994,3.04523,4.24994
2607,kebdig_P1_charged,441.972,1263.81,1096.76,6.72563,5.57122,6.72563
2611,keclaj_P1,13279.9,2506.5,4105.19,11.33701,6.21948,11.33701
2612,kecsiy_P1,1432.71,2710.49,3625.1,7.80623,5.12983,7.74644
2613,kectiz_P1,239.577,1658.28,1513.11,5.89272,4.92786,5.62625
2620,kedlaj07_P1,138.022,341.763,216.338,3.94058,2.91864,3.92747
2621,kedlaj08_P1,130.304,325.287,204.241,3.95315,2.86174,3.75943
2622,kedlaj09_P1,136.96,338.013,214.673,4.01609,2.8721,4.00702
2623,kedlaj10_P1,132.542,328.259,207.748,4.01733,2.85417,4.01706
2625,kefbee_P1_H,2846.7,2796.18,3712.96,11.09904,4.28836,11.09902
2626,kefbii_P1_H,2537.11,3003.57,3722.8,8.16445,4.94275,8.16179
2627,kefmuh_P1,777.656,1893.64,1973.21,6.7069,6.10759,6.7069
2628,kegbux_P1_H,335.311,1730.9,1109.23,5.66222,4.13761,5.66222
2629,kegwom_P1_charged,693.717,1158.69,962.464,5.60875,4.21449,4.83961
2631,kehdua_P1_charged_H,2298.13,2385.95,3204.76,10.35985,9.18946,10.35179
2633,kehgah_P1_charged,937.248,2181.48,2212.71,8.41883,6.82179,8.41883
2637,kekpoi_P1,1256.46,1548.88,1393.26,5.96444,3.5195,5.89177
2642,kelfuf_P1,493.523,1740.61,941.516,6.18834,4.4062,6.01141
2644,kesbiu01_P1,2291.04,1943.86,1773.34,5.99612,4.20779,5.95462
2645,kesgas_P1,354.845,1285.41,1098.42,5.62641,5.11285,5.62535
2646,keshat_P1,221.645,845.113,439.016,4.57125,3.40868,4.57125
2649,kevweq_P1,4300.37,2303.84,2045.91,9.1679,8.39265,9.16678
2650,kevwiu_P1,4212.41,2314.01,2004.07,8.90954,8.20216,8.90603
2651,kevwoa_P1,4194.3,2308.22,1995.45,8.94233,8.21549,8.91385
2652,kevwuf_P1_charged_H,1214.98,1567.3,1215.99,9.04338,3.27157,9.04338
2653,kevwug_P1,4363.41,2305.96,2075.91,9.28067,8.48008,9.28067
2654,kevxan_P1,4277.91,2314.32,2035.23,8.97961,8.27486,8.97657
2655,kevxer_P1,4223.49,2308.81,2009.34,8.97625,8.24112,8.97271
2656,kevxiv_P1,4272.75,2312.58,2032.77,8.96685,8.26363,8.96547
2657,kevxob_P1,4241.26,2311.69,2017.79,8.95409,8.24821,8.95163
2658,kevxuh_P1,4234.43,2314.06,2014.54,8.91247,8.22465,8.91064
2659,kevyao_P1,4235.91,2314.14,2015.25,8.92172,8.23098,8.91977
2660,kevyes_P1,4292.06,2304.42,2041.96,9.08937,8.32611,9.08601
2661,kewduo_P1,4275.74,2308.95,2034.2,9.08064,8.31029,9.07867
2662,kewfaw_P1,4236.73,2306.91,2015.64,9.01719,8.28262,9.01461
2663,kewzod_P1,707.247,2258.9,2684.13,8.23561,4.75731,8.23561
2664,kexkab_P1,149.007,677.635,425.612,4.05159,3.26432,4.04174
2666,keyfif01_P1,269.26,614.698,374.253,5.32691,4.8394,5.32691
2667,keyfif_P1,277.289,629.113,385.413,5.39584,4.89957,5.39584
2669,kezlej_P1,1334.37,1241.21,1075.93,5.78226,3.4037,5.51871
2670,kibxup_P1_charged,373.195,1408.64,1078.87,5.1128,3.27298,5.10818
2671,kibyaw_P1_charged,458.207,1621.09,1218.17,4.73978,3.11743,4.73633
2672,kibyea_P1_charged,1258.66,2271.78,2248.74,5.40269,4.64907,5.17627
2673,kidvie_P1_H,234.693,1788.35,1067.68,5.19582,3.59752,5.19582
2674,kidxih_P1_H,354.536,1769.76,1733.67,6.417,3.79034,6.41281
2675,kigcek_P1,305.949,1107.92,920.336,7.96016,7.80295,7.96016
2677,kijkia_P1,736.999,2148.54,1899.2,7.15544,4.32037,7.13423
2678,kijpeb_P1_charged,79.6861,680.762,341.027,4.97758,3.25037,4.33177
2680,kikfiv_P1_H,445.87,1663.86,1497.25,6.28525,4.20721,6.25223
2681,kikluo_P1,438.685,948.06,591.437,4.9519,3.26259,4.9519
2682,kikyel01_P1,1117.03,1420.97,1110.65,5.02651,3.38005,5.00529
2687,kilfui_P1,615.593,1173.33,903.216,4.59927,3.53264,4.54589
2688,kilpaz_P1_charged,932.361,1653.48,1326.06,5.1995,3.66065,5.04553
2691,kindiw_P1,122.184,986.294,619.739,4.37637,3.36633,4.37637
2692,kindoc_P1,270.303,1661.8,1378.6,6.1106,5.33602,6.1106
2693,kinfaq_P1,748.134,1835.72,1300.26,6.79445,5.13649,6.79445
2694,kinfeu_P1,377.866,1000.6,617.469,6.76173,4.64919,6.75257
2699,kinjuo_P1,300.991,759.965,587.649,4.56558,3.74855,4.56558
2700,kinkav_P1,137.032,689.58,569.823,4.47799,3.71075,4.47799
2702,kinnus_P1_charged,124.249,826.534,606.332,4.8801,3.19953,4.8801
2703,kinrik_P1_charged_H,6207.15,2033.35,1354.38,8.36878,4.10527,5.3357
2704,kinroq_P1_charged_H,6209.21,2039.06,1351.88,8.2952,4.06356,5.63579
2706,kipjie_P1_H,545.565,1097.96,646.363,6.55181,5.41093,6.54677
2707,kipjok_P1_H,573.213,1141.95,674.74,6.8606,5.38365,6.85425
2708,kipjuq_P1,211.739,558.667,282.121,5.1817,4.18412,5.17949
2709,kipkax_P1_H,218.223,576.832,287.816,5.2541,4.2365,5.24736
2710,kipkeb_P1,214.291,562.548,331.495,5.16735,4.14719,5.16503
2711,kipkif_P1,1363.76,837.851,754.468,10.42056,10.32678,10.42056
2714,kiqkok_P1,101.947,561.585,248.29,3.99889,2.87313,3.97055
2716,kitvam_P1_H,742.401,1870.66,1968.09,7.7115,4.22512,7.66641
2718,kivduq_P1_H,405.153,1440.87,926.815,6.02243,4.15398,5.95952
2719,kivfay_P1_H,397.956,1425.97,907.847,5.95663,4.12536,5.93247
2720,kivfec_P1_H,391.122,1405.87,890.653,5.99676,4.18924,5.97326
2721,kixbol_P1,286.377,1575.95,1098.58,4.32589,3.45619,4.19124
2722,kixxib_P1,829.017,1310.67,1005.08,4.45499,3.3156,4.43946
2723,kixxun_P1,747.309,1208.36,933.089,4.7588,3.73649,4.75
2724,kiymiq_P1,103.126,412.942,310.596,5.47384,5.36427,5.47384
2725,kiyqiu_P1,290.614,1217.5,819.218,4.72579,3.8474,4.70483
2726,kiyqoa_P1,219.505,995.889,664.91,4.72456,2.83144,4.6441
2727,kiyzok_P1,324.666,1071.82,902.863,6.08907,3.5319,6.07197
2732,kobmas_P1_charged,5707.65,2174.39,2579.51,8.7301,5.23016,8.71072
2736,kobquq_P1,196.013,692.18,446.78,5.10948,3.57518,5.10948
2737,kocciq_P1,1421.91,1750.75,1670.02,7.52312,6.70298,7.52312
2738,koccow_P1_H,1413.49,1749.17,1657.59,7.52877,6.58386,7.52877
2739,kocwef_P1_H,1304.96,961.692,891.849,8.11635,3.7205,8.11635
2740,kocwij_P1,157.222,924.103,563.906,4.05468,3.70971,4.04929
2741,kodpup02_P1_H,1512.18,1522.49,1007.1,5.2094,3.44934,5.19297
2743,kogbam_P1,1106.99,526.028,396.522,4.7915,2.81452,4.77159
2745,kogsoq_P1,1294.9,1772.77,1770.66,6.70555,5.36137,6.69224
2746,kohlie_P1,1690.41,2071.39,2131.77,6.85522,4.84816,6.83832
2747,kohyak_P1,520.161,1352.97,1130.09,6.13794,4.47503,6.13794
2748,kohyeo_P1,494.255,1312.21,1073.8,5.93201,4.19772,5.90629
2749,kohyis_P1,459.409,1241.57,998.098,5.95809,3.70632,5.95809
2750,kohyoy_P1,879.459,1189.91,955.343,6.31315,4.30314,6.31315
2751,kohzal_P1,534.001,1357.71,1160.15,6.53631,4.89546,6.53631
2752,kojcui_P1,269.77,773.319,507.481,5.41795,4.82148,5.40908
2753,kojtou_P1,1200.82,2135.54,1896.33,6.48228,3.94659,6.18995
2754,kojyug_P1_charged,5394.27,2060.58,5130.59,11.96918,9.72223,11.79832
2755,kojzan_P1_charged,3506.09,2564.94,3466.22,9.02723,6.40221,9.02723
2757,kokfic_P1,237.248,646.366,451.78,5.02794,4.26447,5.02794
2758,kokfoi_P1,226.188,622.308,426.961,5.00848,4.27753,5.00848
2766,komcog_P1_charged,1097.53,1499.2,1517.73,8.16541,7.69461,8.15024
2767,komgup_P1,214.935,1447.19,906.585,4.67289,3.5016,4.63976
2778,kophoo_P1,3060.41,2207.1,4472.2,11.39023,9.57458,11.25538
2779,kopkae_P1,7865.12,1388.76,2043.34,15.49518,12.23764,15.49518
2780,kopkuy_P1,217.526,1394.75,1064.15,5.1693,3.10164,5.14697
2782,koplin_P1_charged,5349.94,2066.8,2017.74,12.48705,3.69446,12.48345
2783,koqlek_P1_H,1025.91,1804.86,1447.28,6.28566,4.08994,6.28547
2788,kornai_P1,296.569,1155.37,822.719,5.9485,3.769,5.90423
2789,kosjaf_P1,677.782,1728.29,1453.77,11.0049,9.83522,11.0034
2790,kosjej_P1,678.363,1726.64,1455.01,11.07023,9.79624,11.07023
2791,kosjin_P1,681.232,1733.47,1461.16,11.02145,9.7964,11.01736
2792,kosjot_P1,676.898,1715.05,1451.87,11.17001,9.86571,11.17001
2793,kosjuz_P1,680.663,1724.65,1459.94,11.10688,9.84676,11.10535
2794,koskag_P1,676.505,1709.79,1451.03,11.21094,9.9109,11.21014
2795,koskek_P1,675.612,1708.37,1449.11,11.21389,9.88413,11.21239
2796,koskio01_P1,678.115,1720.29,1449.79,11.02084,9.77547,11.02084
2797,koskio02_P1,685.737,1742.37,1470.83,11.07509,9.87464,11.07509
2798,koskio_P1,676.217,1723.48,1450.41,11.03012,9.83414,11.03012
2799,koskua_P1,682.249,1713.65,1463.35,11.40172,10.70701,11.40025
2800,koslah_P1,674.005,1688.71,1445.66,11.5081,10.8165,11.50773
2801,koslel_P1,692.319,1789.2,1487.23,10.97091,9.83751,10.97091
2802,koslip_P1,684.101,1760.24,1469.58,11.06099,9.73084,11.06099
2803,koslov_P1,687.531,1763.7,1476.95,11.07843,9.94513,11.07843
2804,koslub_P1,683.619,1762.71,1468.54,10.97465,9.78174,10.97465
2805,kosmai_P1,677.206,1725.59,1452.53,11.02962,9.85839,11.02702
2806,kosqob_P1,4427.94,1954.83,2241.0,9.51428,6.58057,9.51428
2807,kosroc_P1,2950.5,1692.98,1777.95,9.11533,7.1369,9.09856
2808,koszuq_P1,1775.2,1689.73,2026.84,11.45405,10.78463,11.45405
2809,kotbed_P1,1923.55,1689.68,2112.78,11.25788,10.00864,11.25303
2810,kotbih_P1,1998.62,1659.89,2195.23,12.67681,11.97238,12.67681
2812,kovhah_P1_charged_H,2448.83,1609.05,1402.32,8.36883,3.39985,8.29309
2813,koxfua_P1,1417.12,1584.94,1392.69,4.69443,3.97759,4.58824
2814,koxgah_P1,1595.42,1589.41,1246.4,5.583,3.66466,5.583
2815,koxsic_P1_charged_H,321.605,1494.35,1220.45,6.44665,5.45096,6.44515
2816,koyrat_P1,1383.97,1739.09,1621.63,5.60119,4.71806,5.58937
2818,kubqaa_P1_charged,2408.89,1575.0,1558.31,7.39841,4.4877,7.39841
2819,kucdiw_P1,3143.46,1630.29,1978.1,15.32956,4.28733,15.14714
2820,kucfum_P1_charged,48.3392,553.978,340.271,3.89552,3.05156,3.89552
2821,kudvox_P1,1047.52,2024.92,2239.14,8.12126,4.09076,8.10952
2822,kudwaj_P1,1989.03,2124.88,2330.3,7.33926,6.28305,7.32227
2823,kuftai_P1,1403.51,2210.71,2249.24,6.13135,4.37285,6.10622
2827,kugziw_P1_charged_H,563.891,1645.35,1644.02,9.7857,6.83454,9.7857
2829,kujcie_P1,245.525,662.376,451.083,4.27394,3.14278,3.98196
2830,kujdeb_P1,741.977,1250.12,1028.85,5.55567,4.07961,5.55082
2831,kujdif_P1,402.115,1329.4,1115.17,5.43799,3.7106,5.42695
2832,kujnot_P1_H,6045.23,1766.24,1625.32,8.24582,4.78652,8.24582
2833,kujnuz_P1_H,5952.43,1739.13,1566.76,7.67545,4.71602,7.67545
2834,kukbuq_P1,692.058,1419.05,1133.13,6.58585,6.21316,6.57175
2836,kukmua_P1_H,2658.67,1529.31,1089.22,6.96356,2.89327,6.84236
2837,kukpox_P1_charged,476.422,1417.82,932.885,5.07722,4.11579,5.07722
2838,kukzoh_P1_H,4398.14,2351.34,2585.68,7.44729,4.86882,7.25168
2839,kullek_P1_H,2648.58,1738.7,2002.53,9.35098,7.08727,9.339
2841,kulyuo_P1_H,1902.39,1674.27,1255.51,5.34011,4.54386,5.34011
2842,kulzey_P1,614.242,523.937,416.255,5.33789,3.67614,5.3274
2845,kumguw_P1,1059.37,1189.42,1316.54,19.12666,18.42651,19.12666
2847,kunrao_P1,833.988,1599.28,1304.99,5.17272,3.17773,5.12069
2848,kunsap_P1_charged,8389.28,2237.08,2117.33,7.11312,5.07273,6.9379
2849,kunset_P1_charged_H,1607.52,1887.96,1698.3,6.10083,4.36258,6.08054
2850,kunsuj_P1_H,13244.0,2195.31,3359.92,16.4765,6.52688,16.4765
2852,kuptia_P1,5168.14,2212.21,2650.43,15.26082,10.84146,15.26082
2853,kursoh_P1,380.102,1503.7,1266.79,5.21877,4.59647,5.02866
2854,kusrun_P1_H,972.103,1188.21,946.05,4.96127,3.91702,4.96127
2857,kuvmiz_P1_charged_H,5301.74,1793.13,4748.23,14.98771,11.00764,14.97557
2858,kuvmul_P1,1170.06,1603.72,1595.31,6.30519,3.49443,5.69396
2859,kuvyad_P1_charged_H,1140.2,2373.5,2346.44,6.19421,4.64004,6.18764
2860,kuxsih01_P1,920.879,2503.68,2805.89,8.74595,4.5685,8.2588
2861,kuxsih02_P1,904.597,2469.01,2756.28,8.71895,4.55116,8.71895
2862,kuxsih03_P1,909.947,2488.61,2772.58,8.66619,4.5227,8.37967
2863,kuyhiy_P1_H,210.533,897.156,697.737,4.65876,3.11308,4.65876
2864,kuyjum_P1,419.822,1381.03,883.606,5.30624,4.83395,5.30214
2866,kuzbal_P1,242.924,1948.4,1569.65,6.28719,4.01865,6.28719
2867,kuzzai_P1,399.316,1313.95,1145.43,6.2988,3.43736,6.2988
2868,labgay_P1,287.755,710.754,485.465,4.45071,3.24338,4.43912
2870,labjuv_P1,182.286,965.961,410.004,5.11712,3.55603,5.11324
2872,labnag_P1_H,3153.79,1919.51,1500.42,10.27364,5.56329,10.14323
2873,labpov_P1_charged,203.828,516.228,291.156,4.93043,3.83287,4.92567
2874,labpub_P1_charged,208.281,529.775,294.1,5.14336,3.85639,5.13852
2875,labqai_P1_charged,214.944,546.234,302.599,5.29864,3.91272,5.29187
2876,lacfom_P1,92.0664,605.624,270.998,4.63428,4.04392,4.63428
2878,lacjac_P1,146.725,923.66,566.924,4.56325,3.36486,4.54219
2879,lacnub_P1,4396.16,2050.1,2284.04,10.94579,4.68677,10.67746
2880,lacqis_P1_charged,346.695,939.46,676.054,5.65343,4.24477,5.63267
2882,ladqep_P1_H,210.555,635.894,493.024,6.25475,3.66781,6.25288
2883,ladqit_P1_H,222.556,669.447,516.876,6.36008,3.49317,6.34518
2884,ladqoz_P1_H,212.913,642.846,499.793,6.29982,3.59998,6.25021
2885,ladquf_P1_H,211.407,640.892,489.718,6.1979,3.86652,6.15428
2886,laffeg_P1_charged,1569.79,1223.55,1081.05,5.15224,2.92139,5.14912
2887,lafjov_P1,199.875,960.82,550.622,4.19765,3.52203,4.17047
2889,lagced_P1_charged,669.953,1895.73,1668.82,8.25256,6.58555,8.17009
2890,lagcih_P1_charged,299.179,877.207,597.715,7.04273,4.91095,7.04246
2891,lagcon_P1_charged,630.223,1843.08,1569.85,7.961,6.31363,7.961
2892,lagcut_P1_charged,667.023,1909.37,1661.52,8.26236,6.55803,8.26236
2893,lagcuu_P1,397.224,1273.02,854.073,4.45368,3.43319,4.31492
2894,lagdaa_P1,328.909,915.744,598.908,7.34237,5.47787,7.34237
2895,lagdee_P1_charged,361.506,998.054,717.91,8.49085,6.26474,8.49085
2896,lagvex_P1,489.473,1304.98,1090.73,6.7023,3.57813,6.69323
2898,lagwun_P1_H,483.329,1513.72,978.284,6.69647,5.3289,6.69647
2899,lajjak_P1,556.79,2274.54,1944.87,5.2622,3.52522,5.2307
2902,lajniw_P1_H,2380.46,1543.5,1580.74,6.61304,3.93564,6.5886
2904,lakbux_P1,402.722,1493.6,1295.74,6.48989,5.76089,6.48989
2905,lakfin_P1,4029.49,2302.89,1917.04,8.35224,7.70015,8.34892
2907,lalfub_P1,125.012,1704.16,945.553,4.63982,3.84857,4.6068
2908,lalpiz_P1_H,137.365,927.921,606.914,4.79448,3.30829,4.79412
2909,lalpof_P1_H,140.117,930.681,575.807,4.90625,3.37464,4.90625
2911,laplog01_P1_charged,757.777,587.255,466.526,5.24354,3.04566,4.44983
2912,lapnic_P1,2582.21,1975.28,1872.02,7.28913,4.52245,7.28913
2913,laptab_P1,256.521,1610.51,1272.0,4.80203,4.19512,4.80203
2914,laqzov_P1,1269.82,2591.87,2175.88,5.41799,4.05218,5.41246
2917,larpol_P1_charged_H,763.101,1471.81,1201.5,5.18255,4.24075,5.05977
2918,larqee_P1,680.203,1771.28,1553.82,7.42252,5.62882,7.42252
2919,larrop_P1,4914.44,2327.48,2285.23,7.43547,5.21993,5.89082
2920,larvil_P1_H,198.101,926.732,413.316,7.05559,6.98374,7.04858
2921,larvim_P1_H,2691.62,1989.12,1772.26,10.11508,7.06096,8.63943
2922,larxua_P1_H,7752.82,2094.63,4611.0,21.8367,6.14824,21.81484
2923,lasgiz_P1_charged_H,3394.4,1931.11,1904.84,8.43317,5.27463,8.43317
2924,lasgof_P1_charged_H,8649.68,1210.83,941.953,6.77939,3.90798,6.67028
2925,laspom_P1,327.697,758.796,554.445,4.65298,3.44726,4.65298
2926,lasrij_P1_charged,1191.53,2071.24,2462.18,11.10082,8.36898,11.09359
2927,lasyou_P1_H,1677.26,2294.13,2312.56,10.06458,3.58095,10.06387
2928,latfoc_P1,3822.23,2226.95,3737.14,15.03301,7.94106,15.01348
2929,latfui_P1,3822.88,2227.59,3737.78,15.03569,7.93728,15.03569
2932,lavzug_P1_charged_H,416.875,760.574,355.258,4.29585,3.16858,4.29256
2933,lawfex_P1,912.617,1820.81,1732.2,7.1286,5.15259,7.12213
2934,lawgew_P1,3850.94,2227.84,3765.21,15.07921,7.94688,15.07311
2935,lawgog_P1,3864.46,2227.12,3778.43,15.10339,7.94828,15.10182
2936,lawgum_P1,3869.94,2227.95,3783.79,15.11414,7.94483,15.11414
2937,laygav_P1,2535.35,1783.66,1723.0,6.45995,4.58899,6.44952
2938,layqua_P1_H,3388.87,2860.03,3708.45,7.95876,5.75704,7.95876
2941,lazkuu_P1,948.751,1966.05,1973.04,6.24404,4.05486,6.24261
2942,lazvoa_P1,1271.93,1902.88,2082.38,9.05232,4.12441,9.00597
2945,lebquh_P1,1897.67,1740.58,2067.17,9.06724,8.88445,9.06724
2946,lecqeq01_P1,675.216,1732.53,1450.49,11.44492,10.55851,11.44474
2947,lecqeq02_P1,665.727,1718.41,1430.11,11.49552,10.69228,11.49372
2948,lecqeq_P1,670.44,1719.81,1440.23,11.4633,10.70581,11.46298
2950,ledlaj_P1,1279.29,996.503,839.002,6.91298,2.92235,6.91298
2951,ledzig_P1,213.625,1054.33,711.834,4.84897,3.43473,4.7897
2952,leggio_P1_H,912.094,1866.9,1529.07,5.15522,3.77834,5.12377
2954,lejdox_P1_H,4533.89,1447.7,1493.37,11.34334,5.84027,11.34334
2955,lejdud_P1_H,6525.18,1705.55,2078.23,13.78822,6.82805,13.78822
2956,lejfal_P1_H,6220.55,1596.71,1908.46,14.02153,8.13708,14.02153
2957,lejfit_P1_H,6568.96,1694.01,1941.69,10.97883,7.1717,10.55545
2958,lejric01_P1,684.567,1752.73,1318.11,9.13105,7.67573,9.13105
2959,lejric_P1_H,662.645,1695.17,1261.27,9.33618,8.1484,9.33617
2960,lejvab_P1,3598.11,1494.75,1379.55,11.10447,10.1253,11.0993
2961,leknun_P1,940.3,1675.07,1494.28,6.62246,3.70771,6.57719
2962,lekpav_P1,2443.52,2025.84,1791.47,5.81555,4.65555,5.56802
2963,leldud_P1_H,13478.5,2189.66,4548.03,14.20815,7.79558,14.20814
2965,lemvop_P1,800.726,1096.35,734.716,5.28523,3.76572,5.22671
2966,lemyua_P1_charged,505.312,2462.94,2084.65,6.20199,5.51119,6.20199
2969,leptae_P1,1016.13,1781.86,1817.61,8.42568,6.21551,8.42568
2970,leptim01_P1_charged,1088.54,1886.08,1947.13,9.03,7.22075,9.02375
2971,leptim_P1_charged,957.498,1689.36,1712.72,7.28162,6.19293,7.27173
2972,leptuy_P1_charged,694.076,1230.7,1139.77,6.86133,4.36709,6.71851
2976,letboe_P1,100.269,643.797,412.73,4.62549,3.32497,4.60408
2977,letneg_P1,130.954,475.004,348.793,4.56337,3.06594,4.56128
2978,levpaf_P1,1039.75,920.516,740.469,9.35305,6.29391,9.35302
2979,levyoc_P1,325.633,777.599,419.653,4.33195,3.53787,4.31653
2980,leycaw_P1,244.033,521.891,298.068,4.00029,3.21649,4.00029
2981,leycea_P1,245.89,524.469,303.767,4.04362,3.25238,4.04362
2982,leygoo_P1,657.151,2205.94,2178.89,6.03591,3.82743,6.02903
2983,lezzex_P1,118.675,751.939,455.909,5.54549,4.13633,5.54383
2984,libqiy_P1_charged_H,1271.94,1673.13,1235.37,8.80565,3.25895,8.80565
2985,libzig_P1,464.519,1635.75,955.295,5.4058,4.68277,5.4058
2986,lickal_P1_charged,308.728,1107.66,615.353,4.44004,3.88983,4.42332
2988,lidwig_P1,334.322,1279.81,1105.41,6.16997,4.49229,6.14357
2989,lidzop_P1,117.681,745.876,452.089,5.5517,4.1483,5.55162
2990,lifwii_P1,1186.84,1956.5,2167.87,6.15746,5.20665,6.13872
2992,lihzou_P1,885.695,1884.84,1710.95,5.73909,3.88848,5.73833
2993,lihzua_P1,881.875,1881.52,1732.27,5.68256,3.94931,5.68256
2994,lijfuh_P1,988.143,1964.85,1672.54,7.08264,6.23007,6.87893
2998,lijnie_P1,535.606,641.529,491.595,4.6118,3.96019,4.60343
2999,likbaj_P1_H,520.715,1229.97,992.615,5.37216,3.58632,4.85108
